id,career_category,career_name,al_stream_required,minimum_education_level,recommended_degree_fields,alternative_path,entry_level_job,mid_level_job,senior_level_job,key_technical_skills,recommended_soft_skills,typical_university_subjects,certifications_or_extra_training,industry_growth_in_sri_lanka,global_demand_level,average_starting_salary_lkr,future_salary_range_lkr,remote_work_possibility,freelance_opportunity,automation_risk,job_description,career_difficulty,study_duration_years,local_job_availability,international_opportunity,recommended_first_step,career_tags,postgrad_path
144,Business & Management,Sustainability Manager,Any,A/L,Environmental Science; Sustainable Development; Business Management,External Diploma,Sustainability Associate,Sustainability Manager,Head of ESG,Reporting (GRI);Compliance;EIA;Supply Chain,Integrity;Persuasion;Strategy,Ecology;Business Ethics;Policy,Certified ESG Professional,High,High,90000,"250,000-1,500,000",Medium,Medium,Low,"Ensures that an organization follows sustainable and ethical practices.",Hard,4,High,High,Apply for Bachelor Degree in Environmental Science or Business Management,sustainability;manager;business;management,MSc Sustainable Development; MBA (CSR/ESG); PhD in Environmental Management
145,Technology & IT,Software Engineer,Any (with ICT),A/L,Software Engineering; Computer Science; Information Technology,External Diploma,Associate Software Engineer,Software Engineer,Senior Software Engineer,Programming (Java/Python/JS);SQL;Git;Algorithms;SDLC,Problem Solving;Adaptability;Communication;Teamwork,Data Structures;Algorithms;Operating Systems;Web Dev,AWS/Azure Fundamentals,High,High,90000,"250,000-1,500,000",Very High,Very High,Low,"Engages in the full software development life cycle to build and maintain robust software solutions.",Hard,4,High,High,Apply for Bachelor Degree in Computer Science / Software Engineering / IT,software;engineer;technology;it,MSc Software Engineering; MSc Computer Science; MBA (Technology Management)
146,Technology & IT,Data Scientist,Any (with ICT),A/L,Data Science; Statistics; Mathematics; Computer Science,External Diploma,Junior Data Scientist,Data Scientist,Lead Data Scientist,Python/R;Machine Learning;Statistics;SQL;Data Visualization,Analytical Thinking;Communication;Intellectual Curiosity,Advanced Maths;Predictive Modeling;Big Data,Google Data Analytics;Azure Data Scientist,High,High,100000,"300,000-2,000,000",Very High,Very High,Low,"Interprets complex data to extract meaningful insights and build predictive models for decision making.",Hard,4,High,High,Apply for Bachelor Degree in Data Science / Statistics / Computer Science,data;scientist;technology;it,MSc Data Science; MSc Statistics; PhD in Data Science
147,Business & Management,Economist,Maths;Commerce,A/L,Economics; Finance; Statistics; Business Management,External Diploma,Research Analyst,Economist,Lead Economist,Statistical Modeling (Stata/EViews);Research;Forecasting,Analytical Thinking;Attention to Detail;Communication,Macroeconomics;Microeconomics;Econometrics,Professional Membership,Medium,High,85000,"200,000-1,500,000",Medium,Medium,Low,"Analyzes economic data and trends to provide expert insights and support policy-making.",Hard,4,High,High,Apply for Bachelor Degree in Economics / Finance / Statistics,economist;business;management,MSc Economics; MBA (Finance); PhD in Economics
148,Agri-Tech & Sustainability,Agricultural Engineer,Biological Science (Agriculture instead of Biology),A/L,Agricultural Engineering; Mechanical Engineering; Bio-systems Engineering,External Diploma,Junior Engineer,Agricultural Engineer,Senior Project Manager,CAD;Irrigation Systems;Farm Automation;Bio-resource Mgt,Analytical Thinking;Problem Solving;Collaboration,Hydrology;Machine Design;Thermodynamics,IESL Charter,High,High,80000,"200,000-1,200,000",Low,Medium,Low,"Designs agricultural machinery and equipment and develops power and energy systems for farming.",Hard,4,High,High,Apply for Bachelor Degree in Agricultural or Mechanical Engineering,agricultural;engineer;agri-tech;sustainability,MEng Agricultural Engineering; MSc Biosystems Engineering; PhD in Agricultural Engineering
149,Agri-Tech & Sustainability,Agribusiness Manager,Biological Science (Agriculture instead of Biology),A/L,Agribusiness; Agriculture; Business Management,External Diploma,Assistant Manager,Agribusiness Manager,General Manager,Supply Chain;SCM;Farm Accounting;Export Law,Leadership;Drive;Negotiation,Economics;Marketing;Farm Management,MBA in Agribusiness,High,High,85000,"150,000-1,200,000",Low,Medium,Low,"Manages the business aspects of large-scale farming and agricultural production.",Hard,4,High,High,Apply for Bachelor Degree in Agribusiness or Agriculture,agribusiness;manager;agri-tech;sustainability,MBA (Agribusiness); MSc Agribusiness Management; PhD in Agricultural Economics
150,Agri-Tech & Sustainability,Sustainability Consultant,Biological Science (Agriculture instead of Biology),A/L,Environmental Science; Sustainable Development; Business Management,External Diploma,ESG Analyst,Sustainability Consultant,Lead Consultant,Carbon Footprinting;LCA;Regulatory Audit;Reporting,Persuasion;Ethics;Strategic Thought,Ecology;Business Ethics;Policy,Certified ESG Professional,High,High,85000,"200,000-1,500,000",Medium,Medium,Low,"Advises organizations on how to minimize their environmental impact and follow ethical practices.",Hard,4,High,High,Apply for Bachelor Degree in Environmental Science or Sustainability,sustainability;consultant;agri-tech;sustainability,MSc Sustainable Development; MBA (CSR/ESG); PhD in Environmental Science
151,Agri-Tech & Sustainability,Environmental Scientist,Biological Science (Agriculture instead of Biology),A/L,Environmental Science; Biology; Ecology; Chemistry,External Diploma,Junior Scientist,Environmental Scientist,Senior Consultant,EIA;Waste Management;Water Quality;GIS,Analytical Thinking;Integrity;Observation,Ecology;Toxicology;Hydrology,ESL Professional,High,High,75000,"150,000-1,000,000",Low,Medium,Low,"Studies the environment and works on solutions to protect it and human health.",Hard,4,High,High,Apply for Bachelor Degree in Environmental Science or Biology,environmental;scientist;agri-tech;sustainability,MSc Environmental Science; MSc Ecology; PhD in Environmental Science
152,Modern Finance,Fintech Analyst,Any,A/L,Finance; Financial Technology; Computer Science; Information Technology,External Diploma,Junior Analyst,Fintech Analyst,Head of Fintech,Blockchain;Python;API Banking;Cybersecurity,Forward Thinking;Analytical Rigor;Ethics,Digital Banking;Network Finance;DeFi,Certified Blockchain Professional,High,High,90000,"250,000-1,800,000",High,High,Low,"Analyzes technological innovations in financial services to improve efficiency and customer experience.",Hard,4,High,High,Apply for Bachelor Degree in Finance / IT or Fintech,fintech;analyst;modern;finance,MSc Financial Technology; MBA (Digital Finance); PhD in Financial Technology
153,Modern Finance,Cryptocurrency Analyst,Any,A/L,Finance; Fintech; Economics; Data Science,External Diploma,Research Analyst,Crypto Analyst,Lead Insights Analyst,Market Forecasting;On-chain Data;Wallets;Security,Research Aptitude;Objectivity;Risk Mgmt,Portfolio Theory;Smart Contracts;Economics,CFA Level 1,High,High,90000,"250,000-1,800,000",High,High,Low,"Evaluates trends and data in the cryptocurrency market to provide investment insights.",Hard,4,High,High,Apply for Bachelor Degree in Finance / Economics / IT,cryptocurrency;analyst;modern;finance,MSc Finance (Digital Assets); MBA; CFA Level 2 & 3
154,Modern Finance,Blockchain Finance Specialist,Any,A/L,Finance; Financial Technology; Computer Science; Software Engineering,External Diploma,Blockchain Trainee,Finance Specialist,Blockchain Architect,Smart Contracts;Vulnerability Audit;DeFi;Solidity,Logical Thought;Precision;Ethics,Cryptography;Decentralized Systems,Certified Blockchain Developer,High,High,95000,"300,000-2,000,000",High,High,Low,"Designs financial systems on blockchain and manages decentralized finance (DeFi) protocols.",Hard,4,High,High,Apply for Bachelor Degree in Finance / Software Engineering,blockchain;finance;specialist;modern;finance,MSc Blockchain Technology; MSc Finance; PhD in Blockchain & DeFi
155,Modern Finance,Digital Payments Specialist,Any,A/L,Finance; Fintech; Business Management; Information Technology,External Diploma,Payment Officer,Payments Specialist,Head of Digital Sales,Payment Gateways;Compliance;UX;Settlement Systems,Strategic Thought;Adaptability;Communication,Marketing;Tech Architecture;Banking Law,Google Digital Garage,High,High,90000,"250,000-1,500,000",High,High,Low,"Specializes in modern payment systems and ensures secure and efficient digital transactions.",Hard,4,High,High,Apply for Bachelor Degree in Finance / IT / Business Management,digital;payments;specialist;modern;finance,MSc Financial Technology; MBA (Digital Finance); MSc Digital Banking
157,Business & Management,Entrepreneur / Startup Founder,Any,A/L,Business Management; Entrepreneurship; Economics; Finance,External Diploma,Founder,CEO,Chairman,"Market Analysis;Strategic Planning;Financial Modeling;Project Management","Leadership;Negotiation;Critical Thinking;Decision Making","Economics;Marketing;Organizational Behavior;Accounting","MBA;PMP;Six Sigma Green Belt",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"Builds and manages a new business venture, taking on financial risks in the hope of profit.",Hard,4,High,High,Apply for Bachelor Degree in Business Management or Entrepreneurship,"entrepreneur;startup;founder;business;management",MBA; MSc Entrepreneurship; MSc Innovation Management
158,Media & Communication,Content Strategist,Any,A/L,Marketing; Digital Media; Communication; Journalism,External Diploma,Content Strategist,Senior Content Strategist,Head of Content,"Content Planning;SEO;Analytics","Storytelling;Confidence;Networking;Cultural Awareness","Mass Communication;Media Law;Public Relations;Digital Marketing","Digital Marketing Professional;NCTI Journalism Cert",High,High,60000,"150,000-800,000",Medium,Medium,Low,"Develops and manages content strategies to meet organizational goals and engage audiences.",Hard,4,High,High,Apply for Bachelor Degree in Marketing / Media / Communication,"content;strategist;media;communication",MBA (Digital Marketing); MSc Digital Media; MA in Communication
159,Media & Communication,Public Relations Officer,Any,A/L,Public Relations; Communication; Marketing; Journalism,External Diploma,PR Assistant,PR Officer,Head of PR,"Copywriting;Journalism Ethics;SEO;Video Editing;Public Speaking","Storytelling;Confidence;Networking;Cultural Awareness","Mass Communication;Media Law;Public Relations;Digital Marketing","Digital Marketing Professional;NCTI Journalism Cert",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"Manages the public image and communications of an organization or individual.",Hard,4,High,High,Apply for Bachelor Degree in Public Relations / Media / Communication,"public;relations;officer;media;communication",MA in Public Relations; MBA (Marketing); MSc Crisis Communication
160,Media & Communication,News Presenter,Any,A/L,Journalism; Media Studies; Communication; Performing Arts,External Diploma,Presenter,News Anchor,Executive Producer,"Broadcast Communication;Interviewing","Storytelling;Confidence;Networking;Cultural Awareness","Mass Communication;Media Law;Public Relations;Digital Marketing","Digital Marketing Professional;NCTI Journalism Cert",High,High,70000,"120,000-1,200,000",Medium,Medium,Low,"Presents news stories and conducts interviews for television, radio, or digital media.",Hard,4,High,High,Apply for Bachelor Degree in Journalism or Media Studies,"news;presenter;media;communication",MA in Journalism; MA in Broadcasting Studies; MSc Communication
161,Media & Communication,Video Producer,Any,A/L,Film Production; Media Studies; Digital Media; Multimedia,External Diploma,Assistant Producer,Producer,Production Head,"Video Editing;Cinematography","Storytelling;Confidence;Networking;Cultural Awareness","Mass Communication;Media Law;Public Relations;Digital Marketing","Digital Marketing Professional;NCTI Journalism Cert",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"Oversees video production from concept to final edit, managing crews and schedules.",Hard,4,High,High,Apply for Bachelor Degree in Film / Media / Multimedia,"video;producer;media;communication",MA in Film Production; MSc Media Production; MFA in Film Studies
162,Media & Communication,Podcast Producer,Any,A/L,Media Production; Sound Design; Communication; Journalism,External Diploma,Podcast Assistant,Producer,Lead Producer,"Audio Editing;Sound Design","Storytelling;Confidence;Networking;Cultural Awareness","Mass Communication;Media Law;Public Relations;Digital Marketing","Digital Marketing Professional;NCTI Journalism Cert",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"Produces audio content for podcasts, involving recording, editing, and distribution.",Hard,4,High,High,Apply for Bachelor Degree in Media / Sound Design,"podcast;producer;media;communication",MSc Digital Media; MA in Audio Production; MA in Journalism
163,Hospitality & Tourism,Restaurant Manager,Any,A/L,Hospitality Management; Hotel Management; Culinary Arts; Business Management,External Diploma,Assistant Manager,Restaurant Manager,Food & Beverage Manager,"Staff Management;Menu Planning;Customer Service;Food Safety","Hospitality;Cultural Intelligence;Multi-tasking","Hotel Operations;Tourism Management;Culinary Arts","SLITHM Professional Courses;AHLEI Certification;WSET",High,High,65000,"150,000-800,000",Medium,Medium,Low,"Manages restaurant operations, staff, customer service, and financial performance.",Hard,4,High,High,Apply for SLITHM Diploma or Bachelor Degree in Hospitality / Hotel Management,restaurant;manager;hospitality;tourism,MBA (Hospitality Management); MSc Restaurant Management; PhD in Hospitality
164,Hospitality & Tourism,Travel Consultant,Any,A/L,Tourism Management; Hospitality Management; Geography,External Diploma,Travel Agent,Consultant,Senior Consultant,"Travel Booking Systems;Customer Interaction;Itinerary Planning","Hospitality;Cultural Intelligence;Multi-tasking","Hotel Operations;Tourism Management;Culinary Arts","SLITHM Travel & Tourism Courses;IATA;Travel & Tourism Diploma",High,High,50000,"100,000-600,000",Medium,Medium,Low,"Advises clients on travel destinations and manages bookings for transport and accommodation.",Hard,4,High,High,Apply for SLITHM Tourism Courses or Bachelor Degree in Tourism / Hospitality Management,travel;consultant;hospitality;tourism,MBA (Tourism Management); MSc Tourism; IATA Advanced Diploma
165,Hospitality & Tourism,Event Planner,Any,A/L,Event Management; Hospitality Management; Marketing; Public Relations,External Diploma,Event Coordinator,Event Planner,Event Manager,"Event Coordination;Budget Planning;Vendor Management","Hospitality;Cultural Intelligence;Multi-tasking","Hotel Operations;Tourism Management;Culinary Arts","SLITHM Event Management;AHLEI Certification;WSET",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"Coordinates all aspects of events such as conferences, weddings, and parties.",Hard,4,High,High,Apply for SLITHM Event Management course or Bachelor Degree in Hospitality / Events,event;planner;hospitality;tourism,MBA (Events Management); MSc Event Management; MSc Marketing
166,Hospitality & Tourism,Hotel Receptionist,Any,A/L,Hospitality; Hotel Management; Business Communication,External Diploma,Receptionist,Front Desk Supervisor,Rooms Division Manager,"Customer Service;Cultural Awareness;Booking Systems;Communication","Hospitality;Cultural Intelligence;Multi-tasking","Hotel Operations;Tourism Management;Culinary Arts","SLITHM Front Office Courses;AHLEI Certification;WSET",High,High,40000,"80,000-200,000",Medium,Medium,Low,"Welcomes guests, manages check-ins/check-outs, and handles customer inquiries.",Hard,4,High,High,Apply for SLITHM Front Office Diploma or Degree in Hospitality / Hotel Management,hotel;receptionist;hospitality;tourism,HND in Hospitality; MBA (Hotel Management) for career advancement
167,Education & Teaching,University Lecturer,Any,A/L,"Academic Specialization (e.g. Science, Arts, Commerce); Education",External Diploma,Assistant Lecturer,Lecturer,Senior Lecturer,"Research;Curriculum Design;Pedagogy;Public Speaking","Patience;Clarity;Mentorship;Encouragement","Curriculum Development;Learning Theories;Subject Specialization","PGDE;TESL/TEFL;Qualified Teacher Status",High,High,55000,"120,000-800,000",Medium,Medium,Low,"Teaches academic subjects to undergraduate and postgraduate students in universities.",Hard,3,High,High,Apply for Bachelor Degree in your field of expertise and pursue higher studies (MSc/PhD),"university;lecturer;education;teaching",PhD in Subject Specialization; MSc in Subject Field; Postdoctoral Research
168,Education & Teaching,School Teacher,Any,A/L,Education; Physical Science; Biological Science; Arts; Commerce,External Diploma,Trainee Teacher,Teacher,Subject Head,"Lesson Planning;Classroom Management;Student Evaluation;Mentoring","Patience;Clarity;Mentorship;Encouragement","Curriculum Development;Learning Theories;Subject Specialization","PGDE;TESL/TEFL;Qualified Teacher Status",High,High,57500,"120,000-800,000",Medium,Medium,Low,"Educates children in schools, following a prescribed curriculum and managing classrooms.",Hard,3,High,High,Apply for Bachelor Degree in Education or a specific subject degree + PGDE,"school;teacher;education;teaching",MEd (Master of Education); MSc in Subject Specialization; PhD in Educational Studies
169,Education & Teaching,Primary School Teacher,Any,A/L,Primary Education; Early Childhood Education; Arts; Special Needs,External Diploma,Primary Assistant,Teacher,Grade Lead,"Early Childhood Pedagogy;Lesson Planning;Classroom Management","Patience;Clarity;Mentorship;Encouragement","Curriculum Development;Learning Theories;Subject Specialization","PGDE;TESL/TEFL;Qualified Teacher Status",High,High,57500,"120,000-800,000",Medium,Medium,Low,"Specializes in teaching fundamental subjects to children in primary grades.",Hard,3,High,High,Apply for Bachelor Degree in Primary Education,"primary;school;teacher;education;teaching",MEd in Primary Education; MSc in Early Childhood Education; PhD in Educational Psychology
170,Education & Teaching,Secondary School Teacher,Any,A/L,"Education; Subject Specialization (e.g. Maths, Science, English)",External Diploma,Teacher,Senior Teacher,Sectional Head,"Subject Specialization;Curriculum Mapping;Exam Prep;Mentoring","Patience;Clarity;Mentorship;Encouragement","Curriculum Development;Learning Theories;Subject Specialization","PGDE;TESL/TEFL;Qualified Teacher Status",High,High,57500,"120,000-800,000",Medium,Medium,Low,"Educates students in secondary grades, specializing in specific subjects like Science or Maths.",Hard,3,High,High,Apply for Bachelor Degree in your subject + PGDE (Postgraduate Diploma in Education),"secondary;school;teacher;education;teaching",MEd in Secondary Education; MSc in Subject Specialization; PhD in Education
171,Education & Teaching,Special Education Teacher,Any,A/L,Special Needs Education; Psychology; Education,External Diploma,Assistant,Teacher,Special Needs Coordinator,"Individualized Education Plans;Sign Language;Adaptive Teaching","Patience;Clarity;Mentorship;Encouragement","Curriculum Development;Learning Theories;Subject Specialization","PGDE;TESL/TEFL;Qualified Teacher Status",High,High,57500,"120,000-800,000",Medium,Medium,Low,"Works with students who have physical, mental, or emotional disabilities.",Hard,3,High,High,Apply for Bachelor Degree in Special Needs Education,"special;education;teacher;education;teaching",MEd in Special Needs Education; MSc in Disability Studies; PhD in Special Education
172,Education & Teaching,Academic Counselor,Any,A/L,Psychology; Education; Counseling,External Diploma,Counseling Assistant,Counselor,Head Counselor,"Student Advising;Career Guidance;Crisis Intervention;Ethics","Patience;Clarity;Mentorship;Encouragement","Curriculum Development;Learning Theories;Subject Specialization","PGDE;TESL/TEFL;Qualified Teacher Status",High,High,55000,"120,000-800,000",Medium,Medium,Low,"Provides academic and personal guidance to students to support their educational journey.",Hard,3,High,High,Apply for Bachelor Degree in Psychology or Education,"academic;counselor;education;teaching",MSc in Counseling Psychology; MEd in Guidance & Counseling; PhD in Psychology
173,Education & Teaching,Curriculum Developer,Any,A/L,Education; Curriculum Design; Educational Leadership,External Diploma,Research Assistant,Developer,Lead Specialist,"Syllabus Design;Instructional Design;Assessment Analysis;Policy","Patience;Clarity;Mentorship;Encouragement","Curriculum Development;Learning Theories;Subject Specialization","PGDE;TESL/TEFL;Qualified Teacher Status",High,High,55000,"120,000-800,000",Medium,Medium,Low,"Designs and develops educational programs and instructional materials.",Hard,3,High,High,Apply for Bachelor Degree in Education and pursue higher studies in Curriculum Design,"curriculum;developer;education;teaching",MEd in Curriculum Studies; MSc in Instructional Design; PhD in Education
174,Logistics & Supply Chain,Supply Chain Analyst,Any,A/L,Logistics; Supply Chain Management; Business Management; Data Science,External Diploma,Junior Analyst,Analyst,Senior Analyst,"Inventory Control;LSS;Procurement Systems;Data Analysis","Operational Efficiency;Planning;Problem Solving","Operations Management;Shipping & Logistics;Global Trade","CILT;CPIM;CSCMP",High,High,80000,"150,000-800,000",Medium,Medium,Low,"Analyzes supply chain processes to improve efficiency and reduce costs.",Hard,4,High,High,Apply for Bachelor Degree in Logistics / SCM / Business Management,"supply;chain;analyst;logistics;supply;chain",MBA (Supply Chain Management); MSc Supply Chain Management; PhD in Logistics
175,Logistics & Supply Chain,Warehouse Manager,Any,A/L,Logistics; Supply Chain Management; Business Management,External Diploma,Warehouse Supervisor,Manager,Operations Head,"Inventory Management;Safety Compliance;Team Leadership;ERP","Operational Efficiency;Planning;Problem Solving","Operations Management;Shipping & Logistics;Global Trade","CILT;CPIM;CSCMP",High,High,80000,"150,000-1,000,000",Medium,Medium,Low,"Oversees the storage and distribution of goods within a warehouse environment.",Hard,4,High,High,Apply for Bachelor Degree in Logistics or SCM,"warehouse;manager;logistics;supply;chain",MBA (Operations Management); MSc Logistics Management; CILT Advanced Diploma
176,Logistics & Supply Chain,Logistics Coordinator,Any,A/L,Logistics; Supply Chain Management; Business Management; Information Technology,External Diploma,Operations Clerk,Coordinator,Senior Coordinator,"Scheduling;Freight Management;Customs Knowledge;Communication","Operational Efficiency;Planning;Problem Solving","Operations Management;Shipping & Logistics;Global Trade","CILT;CPIM;CSCMP",High,High,80000,"150,000-800,000",Medium,Medium,Low,"Manages the movement and storage of goods from point of origin to point of consumption.",Hard,4,High,High,Apply for Bachelor Degree in Logistics / SCM / Business Management,"logistics;coordinator;logistics;supply;chain",MSc Logistics Management; MBA (Supply Chain); CILT Advanced Diploma
177,Logistics & Supply Chain,Inventory Manager,Any,A/L,Supply Chain Management; Logistics; Business Management; Statistics,External Diploma,Inventory Officer,Manager,Inventory Head,"Stock Analysis;Forecasting;Vendor Coordination;Audit","Operational Efficiency;Planning;Problem Solving","Operations Management;Shipping & Logistics;Global Trade","CILT;CPIM;CSCMP",High,High,80000,"150,000-1,000,000",Medium,Medium,Low,"Controls and optimizes inventory levels to meet business needs without excess.",Hard,4,High,High,Apply for Bachelor Degree in SCM / Logistics / Business Management,"inventory;manager;logistics;supply;chain",MSc Supply Chain Management; MBA (Operations Management); CILT Advanced Diploma
178,Construction & Architecture,Architect,Any,A/L,Architecture; Architectural Engineering; Environmental Design,External Diploma,Architectural Assistant,Architect,Senior Architect,"Design Software;Structural Planning;BIM;Project Management","Spatial Awareness;Precision;Team Coordination","Building Science;Structural Design;Materials & Planning","Chartered Architect;RICS;Chartered QS",High,High,115000,"250,000-1,200,000",Medium,Medium,Low,"Designs buildings and supervises construction projects to ensure safety and aesthetics.",Very Hard,4,High,High,Apply for Bachelor Degree in Architecture (Approved by SLIA),"architect;construction;architecture",MArch (Master of Architecture); MSc Urban Design; PhD in Architecture
179,Construction & Architecture,Urban Planner,Any,A/L,Town & Country Planning; Architecture; Geography; Environmental Science,External Diploma,Planning Assistant,Planner,Chief Planner,"GIS;Zoning Regulations;Sustainable Design;Community Engagement","Spatial Awareness;Precision;Team Coordination","Building Science;Structural Design;Materials & Planning","Chartered Architect;RICS;Chartered QS",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"Develops plans and programs for the use of land and public facilities.",Hard,4,High,High,Apply for Bachelor Degree in Town & Country Planning,"urban;planner;construction;architecture",MSc Urban Planning; MA in Urban Design; PhD in Urban Planning
180,Construction & Architecture,Quantity Surveyor,Any,A/L,Quantity Surveying; Construction Management; Commercial Management,External Diploma,Junior QS,Quantity Surveyor,Senior QS,"Cost Estimation;Contract Law;Measurement;Audit","Spatial Awareness;Precision;Team Coordination","Building Science;Structural Design;Materials & Planning","Chartered Architect;RICS;Chartered QS",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"Manages all costs relating to building and civil engineering projects.",Hard,4,High,High,Apply for Bachelor Degree in Quantity Surveying or Diploma in QS (IQSSL Accredited),"quantity;surveyor;construction;architecture",MSc Quantity Surveying; MSc Construction Cost Management; PhD in Built Environment
181,Construction & Architecture,Construction Project Manager,Any,A/L,Civil Engineering; Construction Management; Project Management,External Diploma,Site Supervisor,Project Manager,Project Director,"Project Planning;Resource Management;Health & Safety;Budgeting","Spatial Awareness;Precision;Team Coordination","Building Science;Structural Design;Materials & Planning","Chartered Architect;RICS;Chartered QS",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"Oversees construction projects from start to finish, ensuring they are completed on time and budget.",Hard,4,High,High,Apply for Bachelor Degree in Civil Engineering or Construction Management,"construction;project;manager;construction;architecture",MSc Construction Project Management; MBA; MSc Civil Engineering
182,Skilled Trades & Vocational,Electrician,Any,O/L,None (Vocational Path),NVQ Level 4 in Electrician,Apprentice Electrician,Electrician,Master Electrician,"Electrical Wiring;Circuit Testing;Safety Compliance;Troubleshooting","Customer Interaction;Physical Stamina;Reliability","Technical Drawing;Workshop Practice;Apprenticeship","NVQ Level 4",High,High,67500,"100,000-600,000",Low,Very High,Very Low,"Installs, maintains, and repairs electrical wiring and equipment in buildings.",Medium,1,High,High,Start with NVQ Level 4 Electrician Diploma (NAITA/VTA),"electrician;skilled;trades;vocational",NVQ Level 5 Electrical Installation; HND in Electrical Engineering; BSc Electrical Engineering (Top-Up)
183,Skilled Trades & Vocational,Plumber,Any,O/L,None (Vocational Path),NVQ Level 4 in Plumber,Junior Plumber,Senior Plumber,Master Plumber,"Pipe Fitting;Hydraulic Repair;Safety Protocols;Troubleshooting","Customer Interaction;Physical Stamina;Reliability","Technical Drawing;Workshop Practice;Apprenticeship","NVQ Level 4;VTA Certificate;German Tech Diploma",High,High,45000,"100,000-600,000",Low,Very High,Low,"Installs and repairs pipes and fixtures for water, gas, and waste disposal.",Medium,1,High,High,Start with NVQ Level 4 Plumbing Diploma (NAITA/VTA),"plumber;skilled;trades;vocational",NVQ Level 5 in Plumbing; HND in Building Services; BSc Engineering (Top-Up)
184,Skilled Trades & Vocational,Carpenter,Any,O/L,None (Vocational Path),NVQ Level 4 in Carpenter,Junior Carpenter,Senior Carpenter,Master Carpenter,"Woodworking;Blueprint Reading;Structural Framing;Finishing","Customer Interaction;Physical Stamina;Reliability","Technical Drawing;Workshop Practice;Apprenticeship","NVQ Level 4;VTA Certificate;German Tech Diploma",High,High,45000,"100,000-600,000",Low,Very High,Low,"Constructs, installs, and repairs structures and fixtures made of wood.",Medium,1,High,High,Start with NVQ Level 4 Carpentry Diploma (NAITA/VTA),"carpenter;skilled;trades;vocational",NVQ Level 5 in Carpentry; HND in Construction; BSc Construction Management (Top-Up)
185,Skilled Trades & Vocational,Welder,Any,O/L,None (Vocational Path),NVQ Level 4 in Welder,Junior Welder,Senior Welder,Structural Welder,"Arc Welding;Metal Fabrication;Safety Protocols;Blueprint Reading","Customer Interaction;Physical Stamina;Reliability","Technical Drawing;Workshop Practice;Apprenticeship","NVQ Level 4;VTA Certificate;German Tech Diploma",High,High,45000,"100,000-600,000",Low,Very High,Low,"Joins metal parts using heat and pressure to create or repair structures.",Medium,1,High,High,Start with NVQ Level 4 Welding Diploma (NAITA/VTA),"welder;skilled;trades;vocational",NVQ Level 5 in Welding; Advanced Welding Certification (AWS/ASME); BSc Manufacturing Engineering (Top-Up)
186,Skilled Trades & Vocational,Automobile Mechanic,Any,O/L,None (Vocational Path),NVQ Level 4 in Automobile Mechanic,Junior Mechanic,Mechanic,Workshop Manager,"Engine Diagnostics;Mechanical Repair;Braking Systems;Transmission","Customer Interaction;Physical Stamina;Reliability","Technical Drawing;Workshop Practice;Apprenticeship","NVQ Level 4;VTA Certificate;German Tech Diploma",High,High,45000,"100,000-600,000",Low,Very High,Low,"Maintains and repairs cars, focusing on engines, electronics, and safety systems.",Medium,1,High,High,Start with NVQ Level 4 Automobile Mechanic Diploma (NAITA/VTA/German Tech),"automobile;mechanic;skilled;trades;vocational",NVQ Level 5 in Automobile Technology; HND in Automotive Engineering; BSc Automotive Engineering (Top-Up)
187,Skilled Trades & Vocational,AC Technician,Any,O/L,None (Vocational Path),NVQ Level 4 in AC Technician,Junior Technician,Technician,Senior Technician,"HVAC Systems;Refrigerant Handling;Thermostats;Troubleshooting","Customer Interaction;Physical Stamina;Reliability","Technical Drawing;Workshop Practice;Apprenticeship","NVQ Level 4;VTA Certificate;German Tech Diploma",High,High,45000,"100,000-600,000",Low,Very High,Low,"Specializes in the installation and maintenance of air conditioning systems.",Medium,1,High,High,Start with NVQ Level 4 AC Technician Diploma (NAITA/VTA),"ac;technician;skilled;trades;vocational",NVQ Level 5 in HVAC; HND in Mechanical Engineering; BSc Engineering (Top-Up)
188,Skilled Trades & Vocational,Electronics Repair Technician,Any,O/L,None (Vocational Path),NVQ Level 4 in Electronics Repair Technician,Junior Technician,Repair Technician,Lead Technician,"Circuit Analysis;Soldering;OS Repair;Customer Liaison","Customer Interaction;Physical Stamina;Reliability","Technical Drawing;Workshop Practice;Apprenticeship","NVQ Level 4;VTA Certificate;German Tech Diploma",High,High,45000,"100,000-600,000",Low,Very High,Low,"Repairs personal and household electronic equipment like smartphones and appliances.",Medium,1,High,High,Start with NVQ Level 4 Electronics Repair Diploma (NAITA/VTA),"electronics;repair;technician;skilled;trades;vocational",NVQ Level 5 in Electronics; HND in Electronics Engineering; BSc Electronic Engineering (Top-Up)
